player_name,team,position,current_start_prob,proposed_start_prob,direction,confidence,round1_started,round1_minutes,round1_rating,round1_goals,round1_assists,used_substitute,team_underperformance_flag,reason,risk_flag,do_not_auto_apply
Karim Hafez,Egypten,DEF,0.3013,0.2813,watch,low,0,2,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mohamed Hany,Egypten,DEF,0.8454,0.8354,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Mohamed Salah,Egypten,FWD,0.6536,0.7036,up,medium,1,76,7.0,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Mohanad Lasheen,Egypten,MID,0.6911,0.7211,watch,low,1,90,6.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Mostafa Oufa Shobeir,Egypten,GK,0.5193,0.5693,up,medium,1,90,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Mostafa Ziko,Egypten,MID,0.465,0.455,hold,low,1,76,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Omar Marmoush,Egypten,FWD,0.8621,0.9121,up,medium,1,90,7.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Rami Rabia,Egypten,DEF,0.1739,0.1539,watch,low,0,19,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Yasser Ibrahim,Egypten,DEF,0.5221,0.5121,hold,low,1,90,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Amad Diallo,Elfenbenskysten,FWD,0.1346,0.1646,watch,low,0,34,8.6,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Ange-Yoan Bonny,Elfenbenskysten,FWD,0.0456,0.0256,watch,low,0,34,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Bazoumana Toure,Elfenbenskysten,FWD,0.2658,0.1958,down,medium,1,56,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, svag rating",,TRUE
Christ Inao Oulaï,Elfenbenskysten,MID,0.369,0.349,watch,low,0,13,6.7,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Elye Wahi,Elfenbenskysten,FWD,0.35,0.32,watch,low,1,56,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Emmanuel Agbadou,Elfenbenskysten,DEF,0.537,0.607,up,medium,1,90,7.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Franck Kessie,Elfenbenskysten,MID,0.6903,0.7203,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ghislain Konan,Elfenbenskysten,DEF,0.63,0.66,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Guela Doue,Elfenbenskysten,DEF,0.6,0.65,up,medium,1,89,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Ibrahim Sangare,Elfenbenskysten,MID,0.1728,0.1528,watch,low,0,13,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Nicolas Pepe,Elfenbenskysten,FWD,0.3299,0.3599,watch,low,1,77,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Odilon Kossounou,Elfenbenskysten,DEF,0.3665,0.3465,watch,low,0,1,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Seko Fofana,Elfenbenskysten,MID,0.5514,0.6014,up,medium,1,77,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Wilfried Stephane Singo,Elfenbenskysten,DEF,0.5937,0.6637,up,medium,1,90,8.0,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Yahia Fofana,Elfenbenskysten,GK,0.892,0.922,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Yan Diomande,Elfenbenskysten,FWD,0.9123,0.98,up,medium,1,90,8.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ezri Konsa,England,DEF,0.5823,0.69,watch,high,,,,,,,FALSE,Ekspertinput peger p? reel start-usikkerhed mellem Stones/Konsa.,selection_uncertain,TRUE
John Stones,England,DEF,0.6587,0.73,watch,high,,,,,,,FALSE,Ekspertinput peger p? reel start-usikkerhed mellem Stones/Konsa.,selection_uncertain,TRUE
Adrien Rabiot,Frankrig,MID,0.6037,0.6737,up,medium,1,90,8.1,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Aurelien Tchouameni,Frankrig,MID,0.6726,0.7226,up,medium,1,90,7.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Bradley Barcola,Frankrig,MID,0.3,0.33,watch,low,0,10,,1,0,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Dayot Upamecano,Frankrig,DEF,0.6508,0.7208,up,medium,1,90,8.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Desire Doue,Frankrig,FWD,0.33,0.32,hold,low,1,87,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Jules Kounde,Frankrig,DEF,0.6814,0.7314,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Kylian Mbappe,Frankrig,FWD,0.95,0.98,up,medium,1,90,8.1,2,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Michael Olise,Frankrig,FWD,0.86,0.93,up,medium,1,90,8.6,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ousmane Dembele,Frankrig,FWD,0.7,0.73,watch,low,1,80,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Rayan Cherki,Frankrig,FWD,0.595,0.575,watch,low,0,3,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Theo Hernandez,Frankrig,DEF,0.6642,0.6942,watch,low,1,90,6.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
William Saliba,Frankrig,DEF,0.4145,0.4445,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Carlens Arcus,Haiti,DEF,0.9094,0.8994,hold,low,1,90,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Danley Jean Jacques,Haiti,MID,0.9149,0.9449,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Don Deedson Louicius,Haiti,FWD,0.6012,0.5612,down,medium,1,61,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Frantzdy Pierrot,Haiti,FWD,0.4591,0.4491,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Hannes Delcroix,Haiti,DEF,0.6346,0.7046,up,medium,1,90,7.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Jean-Ricner Bellegarde,Haiti,MID,0.7054,0.7554,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Johny Placide,Haiti,GK,0.8957,0.9257,watch,low,1,90,6.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Josue Casimir,Haiti,FWD,0.6633,0.6433,watch,low,0,29,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Lenny Joseph,Haiti,FWD,0.0465,0.0265,watch,low,0,14,6.5,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Martin Experience,Haiti,DEF,0.7871,0.8171,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ricardo Ade,Haiti,DEF,0.9239,0.9539,watch,low,1,90,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ruben Providence,Haiti,FWD,0.8572,0.8872,watch,low,1,85,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Wilson Isidor,Haiti,FWD,0.8806,0.8706,hold,low,1,76,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Yassin Fortune,Haiti,FWD,0.0813,0.0613,watch,low,0,5,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Bart Verbruggen,Holland,GK,0.9012,0.8912,hold,low,1,90,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Brian Brobbey,Holland,FWD,0.268,0.248,watch,low,0,5,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Cody Gakpo,Holland,FWD,0.91,0.94,watch,low,1,85,6.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Crysencio Summerville,Holland,MID,0.8851,0.34,watch,medium,1,70,7.7,1,0,0,FALSE,"Scorede, men formations- og rolleusikkerhed g?r at han ikke skal l?ftes blindt.",formation_uncertain,TRUE
Denzel Dumfries,Holland,DEF,0.9243,0.9743,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Frenkie de Jong,Holland,MID,0.9368,0.98,up,medium,1,90,7.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Jan Paul van Hecke,Holland,DEF,0.5768,0.6468,up,medium,1,90,7.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Memphis Depay,Holland,FWD,0.6669,0.6469,watch,low,0,20,6.2,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Micky van de Ven,Holland,DEF,0.5829,0.6129,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Nathan Ake,Holland,DEF,0.3831,0.3631,watch,low,0,9,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Quinten Timber,Holland,MID,0.3012,0.2812,watch,low,0,20,6.7,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ryan Gravenberch,Holland,MID,0.566,0.616,up,medium,1,81,7.3,0,2,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Teun Koopmeiners,Holland,MID,0.2773,0.2573,watch,low,0,20,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Tijjani Reijnders,Holland,MID,0.6768,0.6368,down,medium,1,70,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Virgil van Dijk,Holland,DEF,0.9438,0.98,up,medium,1,90,7.7,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ahmed Qasem,Irak,MID,0.465,0.445,watch,low,0,17,6.2,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Akam Hashem,Irak,DEF,0.7592,0.7492,hold,low,1,90,5.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ali Al-Hamadi,Irak,FWD,0.5283,0.4983,watch,low,1,59,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Amir Al Ammari,Irak,MID,0.8671,0.8971,watch,low,1,90,6.6,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Ibrahim Bayesh,Irak,MID,0.8738,0.8638,hold,low,1,78,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Marko Farji,Irak,MID,0.5495,0.5295,watch,low,0,31,6.1,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Merchas Doski,Irak,DEF,0.8375,0.8875,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Mustafa Saadoon,Irak,DEF,0.5195,0.4995,watch,low,0,17,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Zaid Tahseen,Irak,DEF,0.8161,0.8061,hold,low,1,90,4.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Zidane Iqbal,Irak,MID,0.3015,0.2815,watch,low,0,31,6.2,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ali Alipour,Iran,FWD,0.043,0.023,watch,low,0,37,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ali Nemati,Iran,DEF,0.514,0.504,hold,low,1,90,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Alireza Beiranvand,Iran,GK,0.9189,0.9089,hold,low,1,90,6.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Amirhossein Hosseinzadeh,Iran,FWD,0.5366,0.5166,watch,low,0,10,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Arya Yousefi,Iran,DEF,0.8205,0.7905,watch,low,1,46,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning",,TRUE
Ehsan Hajsafi,Iran,DEF,0.3649,0.3449,watch,low,0,25,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mehdi Taremi,Iran,FWD,0.9302,0.9602,watch,low,1,80,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Milad Mohammadi,Iran,DEF,0.6091,0.5991,hold,low,1,90,5.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Mohammad Mohebi,Iran,FWD,0.8317,0.9017,up,medium,1,90,7.6,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ramin Rezaeian,Iran,DEF,0.1338,0.2038,up,medium,1,90,9.0,1,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Saeid Ezatolahi,Iran,MID,0.8138,0.8438,watch,low,1,90,6.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Shahriar Moghanlou,Iran,FWD,0.2664,0.2564,hold,low,1,53,7.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, tidlig udskiftning, god rating",,TRUE
Shojae Khalilzadeh,Iran,DEF,0.7167,0.7067,hold,low,1,90,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ayase Ueda,Japan,FWD,0.5698,0.5598,hold,low,1,84,6.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Daichi Kamada,Japan,MID,0.565,0.635,up,medium,1,90,7.7,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Daizen Maeda,Japan,FWD,0.2701,0.2301,down,medium,1,66,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Hiroki Ito,Japan,DEF,0.8534,0.8434,hold,low,1,90,5.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Junya Ito,Japan,MID,0.5593,0.5393,watch,low,0,24,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Keito Nakamura,Japan,MID,0.56,0.61,up,medium,1,90,7.2,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Kento Shiogai,Japan,FWD,0.047,0.027,watch,low,0,6,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Koki Ogawa,Japan,FWD,0.0812,0.1112,watch,low,0,15,6.8,0,1,1,FALSE,"St?rk indskifter-performance i runde 1; watch-signal, men ikke automatisk starterl?ft.",impact_sub_not_auto_start,TRUE
Ritsu Doan,Japan,MID,0.595,0.625,watch,low,1,75,6.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Shogo Taniguchi,Japan,DEF,0.3434,0.3934,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Takefusa Kubo,Japan,MID,0.8066,0.8366,watch,low,1,75,6.6,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Takehiro Tomiyasu,Japan,DEF,0.8016,0.7816,watch,low,0,15,6.4,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Tsuyoshi Watanabe,Japan,DEF,0.5392,0.5692,watch,low,1,75,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Yukinari Sugawara,Japan,DEF,0.2932,0.2732,watch,low,0,15,6.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Zion Suzuki,Japan,GK,0.9433,0.9733,watch,low,1,90,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Abdallah Nasib,Jordan,DEF,0.9105,0.9005,hold,low,1,81,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Ali Azaizeh,Jordan,MID,0.043,0.023,watch,low,0,1,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ali Olwan,Jordan,FWD,0.902,0.972,up,medium,1,90,7.7,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Ehsan Haddad,Jordan,DEF,0.8689,0.8589,hold,low,1,81,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Mahmoud Al-Mardi,Jordan,MID,0.5985,0.5785,watch,low,0,9,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Mohammad Abualnadi,Jordan,DEF,0.5929,0.5529,down,medium,1,72,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Mohannad Abu Taha,Jordan,MID,0.6235,0.6535,watch,low,1,90,6.9,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Mousa Tamari,Jordan,MID,0.8438,0.8738,watch,low,1,88,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Nizar Al-Rashdan,Jordan,MID,0.6498,0.6798,watch,low,1,90,6.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Noor Al-Rawabdeh,Jordan,MID,0.831,0.861,watch,low,1,90,6.7,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Odeh Al-Fakhouri,Jordan,MID,0.25,0.24,hold,low,1,89,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Saed Al-Rosan,Jordan,DEF,0.25,0.23,watch,low,0,9,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Saleem Obaid,Jordan,DEF,0.0784,0.0584,watch,low,0,18,5.7,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Yazan Al-Arab,Jordan,DEF,0.8738,0.9238,up,medium,1,90,7.3,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Yazeed Abulaila,Jordan,GK,0.9498,0.9398,hold,low,1,90,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Dailon Livramento,Kap Verde,FWD,0.3874,0.3474,down,medium,1,61,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Diney Borges,Kap Verde,DEF,0.7912,0.8612,up,medium,1,90,7.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Jamiro Monteiro,Kap Verde,MID,0.6323,0.6623,watch,low,1,79,6.4,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Joao Paulo,Kap Verde,DEF,0.4119,0.3919,watch,low,0,14,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Jovane Cabral,Kap Verde,FWD,0.5853,0.5453,down,medium,1,61,6.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Kevin Lenini Pina,Kap Verde,MID,0.6738,0.6638,hold,low,1,90,5.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Laros Duarte,Kap Verde,MID,0.294,0.254,down,medium,1,61,5.6,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, svag rating",,TRUE
Nuno da Costa,Kap Verde,FWD,0.2764,0.2564,watch,low,0,29,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Roberto Lopes,Kap Verde,DEF,0.8954,0.9254,watch,low,1,90,6.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Sidny Lopes Cabral,Kap Verde,DEF,0.5168,0.5068,hold,low,1,76,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Steven Moreira,Kap Verde,DEF,0.4171,0.4071,hold,low,1,90,5.5,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Telmo Arcanjo,Kap Verde,MID,0.5432,0.5232,watch,low,0,11,6.6,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Vozinha,Kap Verde,GK,0.9285,0.98,up,medium,1,90,8.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, st?rk rating",,TRUE
Willy Semedo,Kap Verde,FWD,0.3479,0.3279,watch,low,0,29,5.8,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Achraf Hakimi,Marokko,DEF,0.8511,0.9011,up,medium,1,90,7.1,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Anass Salah-Eddine,Marokko,DEF,0.5353,0.5153,watch,low,0,10,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ayoube Amaimouni-Echghouyab,Marokko,MID,0.465,0.445,watch,low,0,10,,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Azzedine Ounahi,Marokko,MID,0.3946,0.4146,watch,low,1,65,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Bilal El Khannouss,Marokko,MID,0.5176,0.5476,watch,low,1,80,6.7,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter",,TRUE
Brahim Diaz,Marokko,FWD,0.72,0.74,watch,low,1,65,7.4,0,1,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, god rating",,TRUE
Chadi Riad,Marokko,DEF,0.2947,0.2847,hold,low,1,90,5.8,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Chemsdine Talbi,Marokko,FWD,0.2297,0.2097,watch,low,0,25,6.3,0,0,1,FALSE,"Flashscore-baseret runde 1-signal: indskifter, ingen st?rk indskiftereffekt",,TRUE
Ismael Saibari,Marokko,MID,0.7891,0.8391,up,medium,1,89,7.2,1,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
Issa Diop,Marokko,DEF,0.8707,0.8607,hold,low,1,90,6.2,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, svag rating",,TRUE
Neil El Aynaoui,Marokko,MID,0.45,0.5,up,medium,1,90,7.0,0,0,0,FALSE,"Flashscore-baseret runde 1-signal: runde1_start, 75+ minutter, god rating",,TRUE
