player_id,player_name,team_id,position,price,start_prob,recovery_status,max_backup_component_sum,max_backup_aggregate_ev,best_component_backup,best_aggregate_backup
goncalo_guedes__por,Goncalo Guedes,POR,FWD,2500000,0.6911,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
michael_boxall__nzl,Michael Boxall,NZL,DEF,2000000,0.6833,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
bamba_dieng__sen,Bamba Dieng,SEN,FWD,2000000,0.673,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
samu_costa__por,Samu Costa,POR,MID,2500000,0.65,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
ko_itakura__jpn,Ko Itakura,JPN,DEF,2000000,0.6414,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
gael_kakuta__cod,Gaël Kakuta,COD,MID,2500000,0.6395,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nando_pijnaker__nzl,Nando Pijnaker,NZL,DEF,2000000,0.6188,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
yerry_mina__col,Yerry Mina,COL,DEF,3000000,0.6156,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nadiem_amiri__ger,Nadiem Amiri,GER,MID,2500000,0.6071,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
francis_de_vries__nzl,Francis de Vries,NZL,DEF,2500000,0.6054,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
mike_penders__bel,Mike Penders,BEL,GK,3500000,0.6044,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
jean_philippe_mateta__fra,Jean-Philippe Mateta,FRA,FWD,3500000,0.5843,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
craig_gordon__sco,Craig Gordon,SCO,GK,2500000,0.583,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
jens_castrop__kor,Jens Castrop,KOR,MID,2500000,0.5417,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
gilson_benchimol_tavares__cpv,Gilson Benchimol Tavares,CPV,FWD,2500000,0.5415,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
jamie_leweling__ger,Jamie Leweling,GER,MID,3000000,0.525,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
eric_garcia__esp,Eric Garcia,ESP,DEF,3000000,0.5243,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
djed_spence__eng,Djed Spence,ENG,DEF,2500000,0.5214,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
maximilian_beier__ger,Maximilian Beier,GER,FWD,2500000,0.5178,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
angelo_stiller__ger,Angelo Stiller,GER,MID,2500000,0.5153,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
eberechi_eze__eng,Eberechi Eze,ENG,MID,3000000,0.5007,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
lawrence_shankland__sco,Lawrence Shankland,SCO,FWD,2500000,0.4979,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nathaniel_brown__ger,Nathaniel Brown,GER,DEF,2500000,0.4611,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
dong_gyeong_lee__kor,Dong-gyeong Lee,KOR,MID,2000000,0.4607,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
ross_stewart__sco,Ross Stewart,SCO,FWD,2000000,0.4562,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
carlos_andres_gomez__col,Carlos Andres Gomez,COL,MID,2000000,0.4417,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
thelo_aasgaard__nor,Thelo Aasgaard,NOR,MID,2000000,0.4417,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
deveron_fonville__cuw,Deveron Fonville,CUW,DEF,2000000,0.4344,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
jarell_quansah__eng,Jarell Quansah,ENG,DEF,2500000,0.4327,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
karim_hafez__egy,Karim Hafez,EGY,DEF,2000000,0.3621,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
ivan_toney__eng,Ivan Toney,ENG,FWD,3500000,0.344,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
willer_ditta__col,Willer Ditta,COL,DEF,2500000,0.3311,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
robin_risser__fra,Robin Risser,FRA,GK,4000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
pablo_gavi__esp,Pablo Gavi,ESP,MID,4000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
juan_cucho_hernandez__col,Juan 'Cucho' Hernandez,COL,FWD,4000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
marc_pubill__esp,Marc Pubill,ESP,DEF,3000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
cj_dos_santos__cpv,CJ Dos Santos,CPV,GK,2500000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
oufa_shobeir__egy,Mostafa Oufa Shobeir,EGY,GK,2500000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
matias_fernandez_pardo__bel,Matias Fernandez-Pardo,BEL,FWD,2500000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
ange_yoan_bonny__civ,Ange-Yoan Bonny,CIV,FWD,2500000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nabil_dunga_emad__egy,Nabil 'Dunga' Emad,EGY,MID,2000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
bara_sapoko_ndiaye__sen,Bara Sapoko Ndiaye,SEN,MID,2000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,2000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
dominique_simon__hai,Dominique Simon,HAI,MID,2000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
lenny_joseph__hai,Lenny Joseph,HAI,FWD,2000000,0.25,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
gi_hyuk_lee__kor,Gi-hyuk Lee,KOR,DEF,2000000,0.1931,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
steve_kapuadi__cod,Steve Kapuadi,COD,DEF,2000000,0.1819,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
weverton__bra,Weverton,BRA,GK,4000000,0.1564,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
sondre_langas__nor,Sondre Langås,NOR,DEF,2000000,0.1054,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
raed_chikhaoui__tun,Raed Chikhaoui,TUN,DEF,2000000,0.045,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
aqtay_abdallah__egy,Aqtay Abdallah,EGY,FWD,2000000,0.0446,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
tommy_smith__nzl,Tommy Smith,NZL,DEF,2000000,0.0438,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
sander_tangvik__nor,Sander Tangvik,NOR,GK,3000000,0.0434,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
moustapha_mbow__sen,Moustapha Mbow,SEN,DEF,2000000,0.0396,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
el_mahdi_soliman__egy,El Mahdi Soliman,EGY,GK,2500000,0.0386,no_prior_nonzero_ev,0.0,0.0,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
oston_urunov__uzb,Oston Urunov,UZB,MID,2500000,0.7918,recoverable_aggregate_only,-0.002875,0.520135,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nikola_kati__bih,Nikola Katic,BIH,DEF,3000000,0.7847,recoverable_aggregate_only,-0.032632,0.771951,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
victor_lindel_f__swe,Victor Lindelöf,SWE,DEF,3000000,0.7669,recoverable_aggregate_only,-0.021034,0.643609,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
daniel_svensson__swe,Daniel Svensson,SWE,DEF,3000000,0.6394,recoverable_aggregate_only,-0.021193,1.142601,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
gustaf_lagerbielke__swe,Gustaf Lagerbielke,SWE,DEF,3000000,0.5292,recoverable_aggregate_only,-0.042264,0.685619,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
carl_starfelt__swe,Carl Starfelt,SWE,DEF,2500000,0.4553,recoverable_aggregate_only,-0.021034,0.392925,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nihad_mujaki__bih,Nihad Mujakic,BIH,DEF,2500000,0.4396,recoverable_aggregate_only,-0.010854,0.618506,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
fredrik_andr_bj_rkan__nor,Fredrik Andre Bjørkan,NOR,DEF,2500000,0.4313,recoverable_aggregate_only,-0.015034,0.234253,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
jo_hyeon_woo__kor,Hyeon-Woo Jo,KOR,GK,3500000,0.4144,recoverable_aggregate_only,-0.052744,0.513003,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
mark_flekken__ned,Mark Flekken,NED,GK,4000000,0.2478,recoverable_aggregate_only,-0.049291,0.644551,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
rocky_bushiri__cod,Rocky Bushiri,COD,DEF,2000000,0.1959,recoverable_aggregate_only,-0.059821,0.124288,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
bum_keun_song__kor,Bum-Keun Song,KOR,GK,2500000,0.1593,recoverable_aggregate_only,-0.058608,0.11793,player_ev_group_stage_v1.backup_before_price_quality_consistency_20260604_194910.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
micky_van_de_ven__ned,Micky van de Ven,NED,DEF,4000000,0.7361,recoverable_from_backup_components,0.017016,0.849174,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
jurri_n_timber__ned,Jurrien Timber,NED,DEF,2500000,0.6497,recoverable_from_backup_components,0.010126,0.396689,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
nathan_ak__ned,Nathan Ake,NED,DEF,3500000,0.6366,recoverable_from_backup_components,0.00297,0.778105,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
frans_dhia_putros__irq,Frans Dhia Putros,IRQ,DEF,2000000,0.4806,recoverable_from_backup_components,0.003495,0.038,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv,player_ev_group_stage_v1.backup_before_component_rebuild_20260604_163551.csv
