holdet_player_id,holdet_player_name,holdet_team_name,team_id,position,price,copied_from_old_player_pool,old_player_id,old_player_name,old_team_id,old_team_name,old_match_method,old_match_score
48996,David Raum,Tyskland,GER,DEF,4500000,True,david_raum__ger,David Raum,GER,Tyskland,exact_name_team,1.0
50084,Nathaniel Brown,Tyskland,GER,DEF,2500000,True,nathaniel_brown__ger,Nathaniel Brown,GER,Tyskland,exact_name_team,1.0
49482,Malo Gusto,Frankrig,FRA,DEF,4000000,True,malo_gusto__fra,Malo Gusto,FRA,Frankrig,exact_name_team,1.0
49738,Pierre Kalulu,Frankrig,FRA,DEF,3000000,True,pierre_kalulu__fra,Pierre Kalulu,FRA,Frankrig,exact_name_team,1.0
50026,Maxence Lacroix,Frankrig,FRA,DEF,3000000,True,maxence_lacroix__fra,Maxence Lacroix,FRA,Frankrig,exact_name_team,1.0
50025,Jules Kounde,Frankrig,FRA,DEF,3500000,True,jules_kounde__fra,Jules Kounde,FRA,Frankrig,exact_name_team,1.0
49945,William Saliba,Frankrig,FRA,DEF,4500000,True,william_saliba__fra,William Saliba,FRA,Frankrig,exact_name_team,1.0
49000,Dayot Upamecano,Frankrig,FRA,DEF,4000000,True,dayot_upamecano__fra,Dayot Upamecano,FRA,Frankrig,exact_name_team,1.0
49209,Ibrahima Konate,Frankrig,FRA,DEF,3000000,True,ibrahima_konat__fra,Ibrahima Konate,FRA,Frankrig,exact_name_team,1.0
49889,Theo Hernandez,Frankrig,FRA,DEF,4500000,True,theo_hern_ndez__fra,Theo Hernandez,FRA,Frankrig,exact_name_team,1.0
49456,Lucas Hernandez,Frankrig,FRA,DEF,3000000,True,lucas_hern_ndez__fra,Lucas Hernandez,FRA,Frankrig,exact_name_team,1.0
49455,Lucas Digne,Frankrig,FRA,DEF,3500000,True,lucas_digne__fra,Lucas Digne,FRA,Frankrig,exact_name_team,1.0
49861,Stefan de Vrij,Holland,NED,DEF,3000000,True,stefan_de_vrij__ned,Stefan de Vrij,NED,Holland,exact_name_team,1.0
49626,Nathan Ake,Holland,NED,DEF,3500000,True,nathan_ak__ned,Nathan Ake,NED,Holland,exact_name_team,1.0
49930,Virgil van Dijk,Holland,NED,DEF,5000000,True,virgil_van_dijk__ned,Virgil van Dijk,NED,Holland,exact_name_team,1.0
49012,Denzel Dumfries,Holland,NED,DEF,5000000,True,denzel_dumfries__ned,Denzel Dumfries,NED,Holland,exact_name_team,1.0
49363,Jurrien Timber,Holland,NED,DEF,2500000,True,jurri_n_timber__ned,Jurrien Timber,NED,Holland,exact_name_team,1.0
49268,Jeremie Frimpong,Holland,NED,DEF,4000000,True,jeremie_frimpong__ned,Jeremie Frimpong,NED,Holland,exact_name_team,1.0
49325,Jorrel Hato,Holland,NED,DEF,2500000,True,jorrel_hato__ned,Jorrel Hato,NED,Holland,exact_name_team,1.0
49254,Jan Paul van Hecke,Holland,NED,DEF,3000000,True,jan_paul_van_hecke__ned,Jan Paul van Hecke,NED,Holland,exact_name_team,1.0
49560,Micky van de Ven,Holland,NED,DEF,4000000,True,micky_van_de_ven__ned,Micky van de Ven,NED,Holland,exact_name_team,1.0
50110,Marc Pubill,Spanien,ESP,DEF,3000000,True,marc_pubill__esp,Marc Pubill,ESP,Spanien,exact_name_team,1.0
49001,Dean Donny Huijsen,Spanien,ESP,DEF,4000000,True,dean_donny_huijsen__esp,Dean Donny Huijsen,ESP,Spanien,exact_name_team,1.0
49720,Pau Cubarsi,Spanien,ESP,DEF,4000000,True,pau_cubars__esp,Pau Cubarsi,ESP,Spanien,exact_name_team,1.0
50111,Eric Garcia,Spanien,ESP,DEF,3000000,True,eric_garcia__esp,Eric Garcia,ESP,Spanien,exact_name_team,1.0
49782,Robin Le Normand,Spanien,ESP,DEF,4500000,True,robin_le_normand__esp,Robin Le Normand,ESP,Spanien,exact_name_team,1.0
49729,Pedro Porro,Spanien,ESP,DEF,4500000,True,pedro_porro__esp,Pedro Porro,ESP,Spanien,exact_name_team,1.0
49488,Marc Cucurella,Spanien,ESP,DEF,4500000,True,marc_cucurella__esp,Marc Cucurella,ESP,Spanien,exact_name_team,1.0
48985,Daniel Vivian,Spanien,ESP,DEF,3500000,True,daniel_vivian__esp,Daniel Vivian,ESP,Spanien,exact_name_team,1.0
48767,Alejandro 'Alex' Grimaldo,Spanien,ESP,DEF,4000000,True,alejandro_alex_grimaldo__esp,Alejandro 'Alex' Grimaldo,ESP,Spanien,exact_name_team,1.0
48877,Aymeric Laporte,Spanien,ESP,DEF,4500000,True,aymeric_laporte__esp,Aymeric Laporte,ESP,Spanien,exact_name_team,1.0
49924,Victor Lindelöf,Sverige,SWE,DEF,3000000,True,victor_lindel_f__swe,Victor Lindelöf,SWE,Sverige,exact_name_team,1.0
49073,Eric Smith,Sverige,SWE,DEF,2000000,True,eric_smith__swe,Eric Smith,SWE,Sverige,exact_name_team,1.0
48932,Carl Starfelt,Sverige,SWE,DEF,2500000,True,carl_starfelt__swe,Carl Starfelt,SWE,Sverige,exact_name_team,1.0
49125,Gabriel Gudmundsson,Sverige,SWE,DEF,3000000,True,gabriel_gudmundsson__swe,Gabriel Gudmundsson,SWE,Sverige,exact_name_team,1.0
49998,Emil Holm,Sverige,SWE,DEF,2500000,True,emil_holm__swe,Emil Holm,SWE,Sverige,exact_name_team,1.0
49999,Hjalmar Ekdal,Sverige,SWE,DEF,2000000,True,hjalmar_ekdal__swe,Hjalmar Ekdal,SWE,Sverige,exact_name_team,1.0
48984,Daniel Svensson,Sverige,SWE,DEF,3000000,True,daniel_svensson__swe,Daniel Svensson,SWE,Sverige,exact_name_team,1.0
49221,Isak Hien,Sverige,SWE,DEF,2500000,True,isak_hien__swe,Isak Hien,SWE,Sverige,exact_name_team,1.0
49923,Victor Eriksson,Sverige,SWE,DEF,2000000,False,,,,,,0.6451612903225806
49157,Gustaf Lagerbielke,Sverige,SWE,DEF,3000000,True,gustaf_lagerbielke__swe,Gustaf Lagerbielke,SWE,Sverige,exact_name_team,1.0
49060,Elliot Stroud,Sverige,SWE,DEF,2000000,True,elliot_stroud__swe,Elliot Stroud,SWE,Sverige,exact_name_team,1.0
48733,Achref Abada,Algeriet,ALG,DEF,2000000,True,achref_abada__alg,Achref Abada,ALG,Algeriet,exact_name_team,1.0
49857,Sohaib Nair,Algeriet,ALG,DEF,2000000,True,sohaib_nair__alg,Sohaib Nair,ALG,Algeriet,exact_name_team,1.0
50319,Mohamed Amine Tougai,Algeriet,ALG,DEF,2000000,False,,,,,,0.7741935483870968
49972,Youcef Atal,Algeriet,ALG,DEF,2500000,True,youcef_atal__alg,Youcef Atal,ALG,Algeriet,exact_name_team,1.0
50317,Jaouen Hadjam,Algeriet,ALG,DEF,2500000,False,,,,,,0.5517241379310345
50322,Samir Chergui,Algeriet,ALG,DEF,2000000,False,,,,,,0.6086956521739131
49994,Zineddine Belaid,Algeriet,ALG,DEF,2500000,True,zineddine_belaid__alg,Zineddine Belaid,ALG,Algeriet,exact_name_team,1.0
49544,Mehdi Dorval,Algeriet,ALG,DEF,2000000,True,mehdi_dorval__alg,Mehdi Dorval,ALG,Algeriet,exact_name_team,1.0
49757,Rayan Ait-Nouri,Algeriet,ALG,DEF,3000000,True,rayan_a_t_nouri__alg,Rayan Ait-Nouri,ALG,Algeriet,exact_name_team,1.0
49749,Ramy Bensebaini,Algeriet,ALG,DEF,3000000,True,ramy_bensebaini__alg,Ramy Bensebaini,ALG,Algeriet,exact_name_team,1.0
49743,Rafik Belghali,Algeriet,ALG,DEF,2500000,True,rafik_belghali__alg,Rafik Belghali,ALG,Algeriet,exact_name_team,1.0
48755,Aissa Mandi,Algeriet,ALG,DEF,3000000,True,a_ssa_mandi__alg,Aissa Mandi,ALG,Algeriet,exact_name_team,1.0
49647,Nicolas Otamendi,Argentina,ARG,DEF,4500000,True,nicol_s_otamendi__arg,Nicolas Otamendi,ARG,Argentina,exact_name_team,1.0
49651,Nicolas Tagliafico,Argentina,ARG,DEF,4000000,True,nicol_s_tagliafico__arg,Nicolas Tagliafico,ARG,Argentina,exact_name_team,1.0
49433,Leonardo Balerdi,Argentina,ARG,DEF,4000000,True,leonardo_balerdi__arg,Leonardo Balerdi,ARG,Argentina,exact_name_team,1.0
50275,Lisandro Martinez,Argentina,ARG,DEF,3000000,False,,,,,,0.8235294117647058
48969,Cristian Romero,Argentina,ARG,DEF,4000000,True,cristian_romero__arg,Cristian Romero,ARG,Argentina,exact_name_team,1.0
49356,Julio Soler,Argentina,ARG,DEF,3000000,True,julio_soler__arg,Julio Soler,ARG,Argentina,exact_name_team,1.0
50273,Facundo Medina,Argentina,ARG,DEF,2500000,False,,,,,,0.5185185185185185
49457,Lucas Herrington,Australien,AUS,DEF,2000000,True,lucas_herrington__aus,Lucas Herrington,AUS,Australien,exact_name_team,1.0
49145,Gonzalo Montiel,Argentina,ARG,DEF,3500000,True,gonzalo_montiel__arg,Gonzalo Montiel,ARG,Argentina,exact_name_team,1.0
49621,Nahuel Molina,Argentina,ARG,DEF,4000000,True,nahuel_molina__arg,Nahuel Molina,ARG,Argentina,exact_name_team,1.0
49241,Jacob Italiano,Australien,AUS,DEF,2000000,True,jacob_italiano__aus,Jacob Italiano,AUS,Australien,exact_name_team,1.0
49258,Jason Geria,Australien,AUS,DEF,2500000,True,jason_geria__aus,Jason Geria,AUS,Australien,exact_name_team,1.0
49368,Kai Trewin,Australien,AUS,DEF,2000000,True,kai_trewin__aus,Kai Trewin,AUS,Australien,exact_name_team,1.0
49417,Kye Rowles,Australien,AUS,DEF,2500000,True,kye_rowles__aus,Kye Rowles,AUS,Australien,exact_name_team,1.0
48929,Cameron Burgess,Australien,AUS,DEF,3000000,True,cameron_burgess__aus,Cameron Burgess,AUS,Australien,exact_name_team,1.0
48770,Alessandro Circati,Australien,AUS,DEF,2500000,True,alessandro_circati__aus,Alessandro Circati,AUS,Australien,exact_name_team,1.0
49315,Jordan Bos,Australien,AUS,DEF,3000000,True,jordan_bos__aus,Jordan Bos,AUS,Australien,exact_name_team,1.0
48927,Callum Elder,Australien,AUS,DEF,2000000,True,callum_elder__aus,Callum Elder,AUS,Australien,exact_name_team,1.0
50303,Harry Souttar,Australien,AUS,DEF,2500000,False,,,,,,0.46153846153846156
48881,Aziz Behich,Australien,AUS,DEF,2500000,True,aziz_behich__aus,Aziz Behich,AUS,Australien,exact_name_team,1.0
49567,Milos Degenek,Australien,AUS,DEF,2500000,True,milo_degenek__aus,Milos Degenek,AUS,Australien,exact_name_team,1.0
49034,Douglas Santos,Brasilien,BRA,DEF,2500000,True,douglas_santos__bra,Douglas Santos,BRA,Brasilien,exact_name_team,1.0
49507,Marquinhos,Brasilien,BRA,DEF,5000000,True,marquinhos__bra,Marquinhos,BRA,Brasilien,exact_name_team,1.0
48778,Alex Sandro,Brasilien,BRA,DEF,2500000,True,alex_sandro__bra,Alex Sandro,BRA,Brasilien,exact_name_team,1.0
48987,Danilo Luiz da Silva,Brasilien,BRA,DEF,2500000,True,danilo_luiz_da_silva__bra,Danilo Luiz da Silva,BRA,Brasilien,exact_name_team,1.0
49041,Eder Militão,Brasilien,BRA,DEF,3000000,True,der_milit_o__bra,Eder Militão,BRA,Brasilien,exact_name_team,1.0
49126,Gabriel Magalhaes,Brasilien,BRA,DEF,4500000,True,gabriel_magalh_es__bra,Gabriel Magalhaes,BRA,Brasilien,exact_name_team,1.0
49789,Roger Ibanez,Brasilien,BRA,DEF,2500000,True,roger_ibanez__bra,Roger Ibanez,BRA,Brasilien,exact_name_team,1.0
49941,Wesley Franca,Brasilien,BRA,DEF,3500000,True,wesley_franca__bra,Wesley Franca,BRA,Brasilien,exact_name_team,1.0
48914,Bremer,Brasilien,BRA,DEF,3000000,True,bremer__bra,Bremer,BRA,Brasilien,exact_name_team,1.0
49431,Leo Pereira,Brasilien,BRA,DEF,3000000,True,leo_pereira__bra,Leo Pereira,BRA,Brasilien,exact_name_team,1.0
48963,Clement Akpa,Elfenbenskysten,CIV,DEF,2000000,True,clement_akpa__civ,Clement Akpa,CIV,Elfenbenskysten,exact_name_team,1.0
50360,Christopher Operi,Elfenbenskysten,CIV,DEF,2000000,False,,,,,,0.5882352941176471
49136,Ghislain Konan,Elfenbenskysten,CIV,DEF,2500000,True,ghislain_konan__civ,Ghislain Konan,CIV,Elfenbenskysten,exact_name_team,1.0
49153,Guela Doue,Elfenbenskysten,CIV,DEF,3000000,True,guela_doue__civ,Guela Doue,CIV,Elfenbenskysten,exact_name_team,1.0
49943,Wilfried Stephane Singo,Elfenbenskysten,CIV,DEF,2500000,True,wilfried_stephane_singo__civ,Wilfried Stephane Singo,CIV,Elfenbenskysten,exact_name_team,1.0
49698,Ousmane Diomande,Elfenbenskysten,CIV,DEF,2500000,True,ousmane_diomande__civ,Ousmane Diomande,CIV,Elfenbenskysten,exact_name_team,1.0
49067,Emmanuel Agbadou,Elfenbenskysten,CIV,DEF,2500000,True,emmanuel_agbadou__civ,Emmanuel Agbadou,CIV,Elfenbenskysten,exact_name_team,1.0
49677,Odilon Kossounou,Elfenbenskysten,CIV,DEF,2500000,True,odilon_kossounou__civ,Odilon Kossounou,CIV,Elfenbenskysten,exact_name_team,1.0
49080,Evan N'Dicka,Elfenbenskysten,CIV,DEF,2500000,True,evan_n_dicka__civ,Evan N'Dicka,CIV,Elfenbenskysten,exact_name_team,1.0
49909,Trent Alexander-Arnold,England,ENG,DEF,3500000,True,trent_alexander_arnold__eng,Trent Alexander-Arnold,ENG,England,exact_name_team,1.0
49307,John Stones,England,ENG,DEF,4000000,True,john_stones__eng,John Stones,ENG,England,exact_name_team,1.0
48977,Dan Burn,England,ENG,DEF,3500000,True,dan_burn__eng,Dan Burn,ENG,England,exact_name_team,1.0
49173,Harry Maguire,England,ENG,DEF,3000000,False,,,,,,0.6956521739130435
49489,Marc Guehi,England,ENG,DEF,4500000,True,marc_gu_hi__eng,Marc Guehi,ENG,England,exact_name_team,1.0
49761,Reece James,England,ENG,DEF,3500000,True,reece_james__eng,Reece James,ENG,England,exact_name_team,1.0
49086,Ezri Konsa,England,ENG,DEF,4500000,True,ezri_konsa__eng,Ezri Konsa,ENG,England,exact_name_team,1.0
49641,Nico O'Reilly,England,ENG,DEF,4000000,True,nico_o_reilly__eng,Nico O'Reilly,ENG,England,exact_name_team,1.0
50074,Djed Spence,England,ENG,DEF,2500000,True,djed_spence__eng,Djed Spence,ENG,England,exact_name_team,1.0
50077,Jarell Quansah,England,ENG,DEF,2500000,True,jarell_quansah__eng,Jarell Quansah,ENG,England,exact_name_team,1.0
49438,Lewis Hall,England,ENG,DEF,3500000,True,lewis_hall__eng,Lewis Hall,ENG,England,exact_name_team,1.0
49922,Valentino Livramento,England,ENG,DEF,3000000,True,valentino_livramento__eng,Valentino Livramento,ENG,England,exact_name_team,1.0
49273,Jerome Opoku,Ghana,GHA,DEF,2500000,True,jerome_opoku__gha,Jerome Opoku,GHA,Ghana,exact_name_team,1.0
49711,Patric Pfeiffer,Ghana,GHA,DEF,2000000,True,patric_pfeiffer__gha,Patric Pfeiffer,GHA,Ghana,exact_name_team,1.0
49403,Kojo Peprah Oppong,Ghana,GHA,DEF,2000000,True,kojo_peprah_oppong__gha,Kojo Peprah Oppong,GHA,Ghana,exact_name_team,1.0
48781,Alexander Djiku,Ghana,GHA,DEF,3000000,True,alexander_djiku__gha,Alexander Djiku,GHA,Ghana,exact_name_team,1.0
50366,Alidu Seidu,Ghana,GHA,DEF,2500000,False,,,,,,0.47619047619047616
49017,Derrick Köhn,Ghana,GHA,DEF,2000000,True,derrick_kohn__gha,Derrick Köhn,GHA,Ghana,exact_name_team,1.0
48925,Caleb Yirenkyi,Ghana,GHA,DEF,3000000,True,caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,Ghana,exact_name_team,1.0
49137,Gideon Mensah,Ghana,GHA,DEF,3000000,True,gideon_mensah__gha,Gideon Mensah,GHA,Ghana,exact_name_team,1.0
49018,Derrick Luckassen,Ghana,GHA,DEF,2000000,True,derrick_luckassen__gha,Derrick Luckassen,GHA,Ghana,exact_name_team,1.0
50364,Abdul Rahman Baba,Ghana,GHA,DEF,2500000,False,,,,,,0.631578947368421
50365,Abdul Mumin,Ghana,GHA,DEF,2000000,False,,,,,,0.5714285714285714
50363,Jonas Adjetey,Ghana,GHA,DEF,2500000,False,,,,,,0.6153846153846154
49521,Marvin Senaya,Ghana,GHA,DEF,2000000,True,marvin_senaya__gha,Marvin Senaya,GHA,Ghana,exact_name_team,1.0
49986,Yuto Nagatomo,Japan,JPN,DEF,2000000,True,yuto_nagatomo__jpn,Yuto Nagatomo,JPN,Japan,exact_name_team,1.0
50027,Ko Itakura,Japan,JPN,DEF,2000000,True,ko_itakura__jpn,Ko Itakura,JPN,Japan,exact_name_team,1.0
50028,Takehiro Tomiyasu,Japan,JPN,DEF,2000000,True,takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,Japan,exact_name_team,1.0
48880,Ayumu Seko,Japan,JPN,DEF,2500000,True,ayumu_seko__jpn,Ayumu Seko,JPN,Japan,exact_name_team,1.0
49906,Tomoya Ando,Japan,JPN,DEF,2000000,False,,,,,,0.6086956521739131
49179,Henry Mochizuki,Japan,JPN,DEF,2000000,False,,,,,,0.48
49912,Tsuyoshi Watanabe,Japan,JPN,DEF,3000000,True,tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,Japan,exact_name_team,1.0
49984,Yukinari Sugawara,Japan,JPN,DEF,3500000,True,yukinari_sugawara__jpn,Yukinari Sugawara,JPN,Japan,exact_name_team,1.0
48973,Daiki Hashioka,Japan,JPN,DEF,2000000,False,,,,,,0.56
49360,Junnosuke Suzuki,Japan,JPN,DEF,2500000,True,junnosuke_suzuki__jpn,Junnosuke Suzuki,JPN,Japan,exact_name_team,1.0
49846,Shogo Taniguchi,Japan,JPN,DEF,3000000,True,shogo_taniguchi__jpn,Shogo Taniguchi,JPN,Japan,exact_name_team,1.0
49186,Hiroki Ito,Japan,JPN,DEF,2500000,True,hiroki_ito__jpn,Hiroki Ito,JPN,Japan,exact_name_team,1.0
49568,Min-jae Kim,Sydkorea,KOR,DEF,3500000,True,kim_min_jae__kor,Min-jae Kim,KOR,Sydkorea,exact_name_team,1.0
