player_id,player_name,team_id,position,start_security,start_probability_pct,start_status,minutes_def_used,starts_def_used,nineties_def_used,min_pct_def_used,starts_per_ninety_used,base_start_score,start_reliability,minute_share_pf_used,starter_proxy_pf_used,merge_key,minute_share_pf,starter_proxy_pf,conditional_start_prob,availability_prob,availability_risk,availability_status,start_prob_source
,Jackson Irvine,AUSTRALIA,,0.448,45,mest backup,72.0,1.0,0.8,20.0,1.0,0.44,0.2,,,jackson irvine||australia,,,,,,,
,Nicholas D'Agostino,AUSTRALIA,,0.4442,44,mest backup,59.0,1.0,0.7,16.4,1.0,0.4161,0.1706,,,nicholas d'agostino||australia,,,,,,,
,Craig Goodwin,AUSTRALIA,,0.4422,44,mest backup,45.0,1.0,0.5,12.5,1.0,0.3875,0.125,,,craig goodwin||australia,,,,,,,
,Al Hassan Toure,AUSTRALIA,,0.4375,44,mest backup,13.0,0.0,0.1,3.6,0.0,0.0239,0.0294,,,al hassan toure||australia,,,,,,,
,Mitchell Duke,AUSTRALIA,,0.4285,43,mest backup,20.0,0.0,0.2,5.6,0.0,0.0384,0.0522,,,mitchell duke||australia,,,,,,,
,Ajdin Hrustic,AUSTRALIA,,0.4189,42,mest backup,31.0,0.0,0.3,8.6,0.0,0.0589,0.0794,,,ajdin hrustic||australia,,,,,,,
,Patrick Yazbek,AUSTRALIA,,0.3926,39,mest backup,64.0,0.0,0.7,17.8,0.0,0.1242,0.1761,,,patrick yazbek||australia,,,,,,,
,Callum Elder,AUSTRALIA,,0.3879,39,mest backup,76.0,0.0,0.8,21.1,0.0,0.1464,0.2044,,,callum elder||australia,,,,,,,
,Nicolas Seiwald,AUSTRIA,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,,,nicolas seiwald||austria,,,,,,,
,Stefan Posch,AUSTRIA,,0.975,97,sikker starter,513.0,6.0,5.7,95.0,1.0,0.975,1.0,,,stefan posch||austria,,,,,,,
,Konrad Laimer,AUSTRIA,,0.9535,95,sikker starter,490.0,6.0,5.4,90.7,1.0,0.9535,1.0,,,konrad laimer||austria,,,,,,,
,Romano Schmid,AUSTRIA,,0.9215,92,sikker starter,455.0,6.0,5.1,84.3,1.0,0.9215,1.0,,,romano schmid||austria,,,,,,,
,Marcel Sabitzer,AUSTRIA,,0.9165,92,sikker starter,450.0,5.0,5.0,83.3,1.0,0.9165,1.0,,,marcel sabitzer||austria,,,,,,,
,Philipp Lienhart,AUSTRIA,,0.9165,92,sikker starter,450.0,5.0,5.0,83.3,1.0,0.9165,1.0,,,philipp lienhart||austria,,,,,,,
,Christoph Baumgartner,AUSTRIA,,0.8955,90,sikker starter,427.0,5.0,4.7,79.1,1.0,0.8955,1.0,,,christoph baumgartner||austria,,,,,,,
,Alexander Prass,AUSTRIA,,0.8335,83,sandsynlig starter,360.0,4.0,4.0,66.7,1.0,0.8335,1.0,,,alexander prass||austria,,,,,,,
,Patrick Pentz,AUSTRIA,,0.8335,83,sandsynlig starter,360.0,4.0,4.0,66.7,1.0,0.8335,1.0,,,patrick pentz||austria,,,,,,,
,Phillipp Mwene,AUSTRIA,,0.814,81,sandsynlig starter,353.0,4.0,3.9,65.4,1.0,0.8224,0.9772,,,phillipp mwene||austria,,,,,,,
,Marko Arnautović,AUSTRIA,,0.6479,65,rotation/usikker,280.0,3.0,3.1,51.9,0.968,0.705,0.7761,,,marko arnautović||austria,,,,,,,
,Patrick Wimmer,AUSTRIA,,0.5787,58,rotation/usikker,235.0,3.0,2.6,43.5,1.0,0.6477,0.6511,,,patrick wimmer||austria,,,,,,,
,Alexander Schlager,AUSTRIA,,0.5082,51,mest backup,180.0,2.0,2.0,33.3,1.0,0.5665,0.5,,,alexander schlager||austria,,,,,,,
,Maximilian Wöber,AUSTRIA,,0.5082,51,mest backup,180.0,2.0,2.0,33.3,1.0,0.5665,0.5,,,maximilian wöber||austria,,,,,,,
,Gernot Trauner,AUSTRIA,,0.4706,47,mest backup,139.0,2.0,1.5,25.7,1.0,0.5044,0.3794,,,gernot trauner||austria,,,,,,,
,Arnel Jakupović,AUSTRIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,arnel jakupović||austria,,,,,,,
,Flavius Daniliuc,AUSTRIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,flavius daniliuc||austria,,,,,,,
,Marco Friedl,AUSTRIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,marco friedl||austria,,,,,,,
,Marco Grüll,AUSTRIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,marco grüll||austria,,,,,,,
,Niklas Hedl,AUSTRIA,,0.45,45,mest backup,,0.0,,,,,0.0,,,niklas hedl||austria,,,,,,,
,Kevin Danso,AUSTRIA,,0.4459,45,mest backup,90.0,1.0,1.0,16.7,1.0,0.4335,0.25,,,kevin danso||austria,,,,,,,
,Junior Adamu,AUSTRIA,,0.4456,45,mest backup,89.0,1.0,1.0,16.5,1.0,0.4323,0.2489,,,junior adamu||austria,,,,,,,
,Michael Gregoritsch,AUSTRIA,,0.436,44,mest backup,120.0,1.0,1.3,22.2,0.769,0.4074,0.3283,,,michael gregoritsch||austria,,,,,,,
,Andreas Weimann,AUSTRIA,,0.4305,43,mest backup,14.0,0.0,0.2,2.6,0.0,0.0221,0.0456,,,andreas weimann||austria,,,,,,,
,Florian Grillitsch,AUSTRIA,,0.4208,42,mest backup,23.0,0.0,0.3,4.3,0.0,0.0356,0.0706,,,florian grillitsch||austria,,,,,,,
,Leopold Querfeld,AUSTRIA,,0.411,41,mest backup,34.0,0.0,0.4,6.3,0.0,0.0511,0.0978,,,leopold querfeld||austria,,,,,,,
,Kevin Stöger,AUSTRIA,,0.4032,40,mest backup,41.0,0.0,0.5,7.6,0.0,0.0621,0.1206,,,kevin stöger||austria,,,,,,,
,Michael Svoboda,AUSTRIA,,0.4032,40,mest backup,41.0,0.0,0.5,7.6,0.0,0.0621,0.1206,,,michael svoboda||austria,,,,,,,
,Matthias Seidl,AUSTRIA,,0.3808,38,mest backup,76.0,0.0,0.8,14.1,0.0,0.1114,0.2044,,,matthias seidl||austria,,,,,,,
,Koen Casteels,BELGIUM,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,,,koen casteels||belgium,,,,,,,
,Wout Faes,BELGIUM,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,,,wout faes||belgium,,,,,,,
,Loïs Openda,BELGIUM,,0.951,95,sikker starter,487.0,6.0,5.4,90.2,1.0,0.951,1.0,,,loïs openda||belgium,,,,,,,
,Timothy Castagne,BELGIUM,,0.9035,90,sikker starter,436.0,5.0,4.8,80.7,1.0,0.9035,1.0,,,timothy castagne||belgium,,,,,,,
,Zeno Debast,BELGIUM,,0.9,90,sikker starter,432.0,5.0,4.8,80.0,1.0,0.9,1.0,,,zeno debast||belgium,,,,,,,
,Arthur Theate,BELGIUM,,0.8785,88,sandsynlig starter,409.0,5.0,4.5,75.7,1.0,0.8785,1.0,,,arthur theate||belgium,,,,,,,
,Jeremy Doku,BELGIUM,,0.7647,76,sandsynlig starter,331.0,4.0,3.7,61.3,1.0,0.7911,0.9228,,,jeremy doku||belgium,,,,,,,
,Leandro Trossard,BELGIUM,,0.708,71,rotation/usikker,306.0,4.0,3.4,56.7,1.0,0.7535,0.85,,,leandro trossard||belgium,,,,,,,
,Youri Tielemans,BELGIUM,,0.7025,70,rotation/usikker,302.0,4.0,3.4,55.9,1.0,0.7486,0.8456,,,youri tielemans||belgium,,,,,,,
,Dodi Lukebakio,BELGIUM,,0.6418,64,rotation/usikker,275.0,3.0,3.1,50.9,0.968,0.6989,0.7706,,,dodi lukebakio||belgium,,,,,,,
,Amadou Onana,BELGIUM,,0.6375,64,rotation/usikker,270.0,3.0,3.0,50.0,1.0,0.7,0.75,,,amadou onana||belgium,,,,,,,
,Maxim De Cuyper,BELGIUM,,0.6094,61,rotation/usikker,255.0,3.0,2.8,47.2,1.0,0.6767,0.7033,,,maxim de cuyper||belgium,,,,,,,
,Orel Mangala,BELGIUM,,0.6083,61,rotation/usikker,254.0,3.0,2.8,47.0,1.0,0.6754,0.7022,,,orel mangala||belgium,,,,,,,
,Charles De Ketelaere,BELGIUM,,0.5123,51,mest backup,196.0,2.0,2.2,36.3,0.909,0.5638,0.5478,,,charles de ketelaere||belgium,,,,,,,
,Arne Engels,BELGIUM,,0.5092,51,mest backup,187.0,2.0,2.1,34.6,0.952,0.5633,0.5228,,,arne engels||belgium,,,,,,,
,Kevin De Bruyne,BELGIUM,,0.5082,51,mest backup,180.0,2.0,2.0,33.3,1.0,0.5665,0.5,,,kevin de bruyne||belgium,,,,,,,
,Alexis Saelemaekers,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,alexis saelemaekers||belgium,,,,,,,
,Koni De Winter,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,koni de winter||belgium,,,,,,,
,Maarten Vandevoordt,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,maarten vandevoordt||belgium,,,,,,,
,Matz Sels,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,matz sels||belgium,,,,,,,
,Ortwin De Wolf,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,ortwin de wolf||belgium,,,,,,,
,Samuel Mbangula,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,samuel mbangula||belgium,,,,,,,
,Sebastiaan Bornauw,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,sebastiaan bornauw||belgium,,,,,,,
,Thomas Kaminski,BELGIUM,,0.45,45,mest backup,,0.0,,,,,0.0,,,thomas kaminski||belgium,,,,,,,
,Killian Sardella,BELGIUM,,0.4495,45,mest backup,1.0,0.0,0.0,0.2,,0.0017,0.0011,,,killian sardella||belgium,,,,,,,
,Norman Bassette,BELGIUM,,0.4495,45,mest backup,1.0,0.0,0.0,0.2,,0.0017,0.0011,,,norman bassette||belgium,,,,,,,
,Cyril Ngonge,BELGIUM,,0.448,45,mest backup,4.0,0.0,0.0,0.7,,0.0063,0.0044,,,cyril ngonge||belgium,,,,,,,
,Malick Fofana,BELGIUM,,0.448,45,mest backup,4.0,0.0,0.0,0.7,,0.0063,0.0044,,,malick fofana||belgium,,,,,,,
,Romelu Lukaku,BELGIUM,,0.4459,45,mest backup,90.0,1.0,1.0,16.7,1.0,0.4335,0.25,,,romelu lukaku||belgium,,,,,,,
,Arthur Vermeeren,BELGIUM,,0.4441,44,mest backup,85.0,1.0,0.9,15.7,1.0,0.4244,0.2294,,,arthur vermeeren||belgium,,,,,,,
,Thomas Meunier,BELGIUM,,0.4395,44,mest backup,8.0,0.0,0.1,1.5,0.0,0.0123,0.0239,,,thomas meunier||belgium,,,,,,,
,Ameen Al-Dakhil,BELGIUM,,0.438,44,mest backup,108.0,1.0,1.2,20.0,0.833,0.41,0.3,,,ameen al-dakhil||belgium,,,,,,,
,Albert Sambi Lokonga,BELGIUM,,0.4204,42,mest backup,24.0,0.0,0.3,4.4,0.0,0.0363,0.0717,,,albert sambi lokonga||belgium,,,,,,,
,Julien Duranville,BELGIUM,,0.42,42,mest backup,25.0,0.0,0.3,4.6,0.0,0.0376,0.0728,,,julien duranville||belgium,,,,,,,
,Matte Smets,BELGIUM,,0.4021,40,mest backup,45.0,0.0,0.5,8.3,0.0,0.0665,0.125,,,matte smets||belgium,,,,,,,
,Aster Vranckx,BELGIUM,,0.4018,40,mest backup,46.0,0.0,0.5,8.5,0.0,0.0677,0.1261,,,aster vranckx||belgium,,,,,,,
,Johan Bakayoko,BELGIUM,,0.3665,37,mest backup,99.0,0.0,1.1,18.3,0.0,0.1465,0.275,,,johan bakayoko||belgium,,,,,,,
,Ivan Bašić,BOSNIAANDHERZEGOVINA,,0.6475,65,rotation/usikker,170.0,2.0,1.9,94.4,1.0,0.8668,0.4739,,,ivan bašić||bosniaandherzegovina,,,,,,,
,Amar Dedić,BOSNIAANDHERZEGOVINA,,0.5625,56,rotation/usikker,135.0,2.0,1.5,75.0,1.0,0.75,0.375,,,amar dedić||bosniaandherzegovina,,,,,,,
,Adrian Leon Barišić,BOSNIAANDHERZEGOVINA,,0.5499,55,mest backup,130.0,2.0,1.4,72.2,1.0,0.7319,0.3544,,,adrian leon barišić||bosniaandherzegovina,,,,,,,
,Amar Memić,BOSNIAANDHERZEGOVINA,,0.5445,54,mest backup,126.0,2.0,1.4,70.0,1.0,0.72,0.35,,,amar memić||bosniaandherzegovina,,,,,,,
,Dženis Burnić,BOSNIAANDHERZEGOVINA,,0.4931,49,mest backup,100.0,1.0,1.1,55.6,0.909,0.6059,0.2761,,,dženis burnić||bosniaandherzegovina,,,,,,,
,Samed Baždar,BOSNIAANDHERZEGOVINA,,0.4893,49,mest backup,92.0,1.0,1.0,51.1,1.0,0.6059,0.2522,,,samed baždar||bosniaandherzegovina,,,,,,,
,Arjan Malic,BOSNIAANDHERZEGOVINA,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,arjan malic||bosniaandherzegovina,,,,,,,
,Dennis Hadzikadunic,BOSNIAANDHERZEGOVINA,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,dennis hadzikadunic||bosniaandherzegovina,,,,,,,
,Haris Tabakovic,BOSNIAANDHERZEGOVINA,,0.4875,49,mest backup,90.0,1.0,1.0,50.0,1.0,0.6,0.25,,,haris tabakovic||bosniaandherzegovina,,,,,,,
