player_id,player_name,team,position,price,strategy,formation,target_round,start_prob,appearance_prob,availability_risk,goal_component,assist_component,shot_component,match_winner_component,hattrick_component,player_of_match_component,penalty_component,team_result_component,clean_sheet_component,appearance_component,start_security_effect,fixture_strength_component,round_context_component,long_run_effect,price_value_component,final_ev,strategy_score,suspected_issue
antonio_nusa__nor,Antonio Nusa,NOR,MID,3500000,next_round,4-3-3,1,0.8157,0.7647,medium_risk,0.5041,0.1474,0.3754,,,,,0.3504,0.0,162.6531,0.37,0.9025,3.63,0.0,-0.3184,3.2544,7.5711,no_component_issue_from_available_outputs
antonio_nusa__nor,Antonio Nusa,NOR,MID,3500000,next_round,4-4-2,1,0.8157,0.7647,medium_risk,0.5041,0.1474,0.3754,,,,,0.3504,0.0,162.6531,0.37,0.9025,3.63,0.0,-0.3184,3.2544,7.5711,no_component_issue_from_available_outputs
antonio_nusa__nor,Antonio Nusa,NOR,MID,3500000,next_round,4-5-1,1,0.8157,0.7647,medium_risk,0.5041,0.1474,0.3754,,,,,0.3504,0.0,162.6531,0.37,0.9025,3.63,0.0,-0.3184,3.2544,7.5711,no_component_issue_from_available_outputs
antonio_nusa__nor,Antonio Nusa,NOR,MID,3500000,round1_2,3-4-3,1,0.8157,0.7647,medium_risk,0.5041,0.1474,0.3754,,,,,0.3504,0.0,162.6531,0.37,0.5384,5.5671,0.0,-0.3184,3.2544,8.3459,no_component_issue_from_available_outputs
antonio_nusa__nor,Antonio Nusa,NOR,MID,3500000,round1_2,3-5-2,1,0.8157,0.7647,medium_risk,0.5041,0.1474,0.3754,,,,,0.3504,0.0,162.6531,0.37,0.5384,5.5671,0.0,-0.3184,3.2544,8.3459,no_component_issue_from_available_outputs
arda_g_ler__tur,Arda Güler,TUR,MID,4500000,group_stage,3-5-2,1,0.8467,0.8039,medium_risk,0.5667,0.3107,0.217,,,,,0.2773,0.0,182.1174,0.37,0.0718,7.0007,0.0,-0.3502,3.6502,9.9976,no_component_issue_from_available_outputs
arda_g_ler__tur,Arda Güler,TUR,MID,4500000,group_stage,4-4-2,1,0.8467,0.8039,medium_risk,0.5667,0.3107,0.217,,,,,0.2773,0.0,182.1174,0.37,0.0718,7.0007,0.0,-0.3502,3.6502,9.9976,no_component_issue_from_available_outputs
arda_g_ler__tur,Arda Güler,TUR,MID,4500000,group_stage,4-5-1,1,0.8467,0.8039,medium_risk,0.5667,0.3107,0.217,,,,,0.2773,0.0,182.1174,0.37,0.0718,7.0007,0.0,-0.3502,3.6502,9.9976,no_component_issue_from_available_outputs
arda_g_ler__tur,Arda Güler,TUR,MID,4500000,group_stage,5-3-2,1,0.8467,0.8039,medium_risk,0.5667,0.3107,0.217,,,,,0.2773,0.0,182.1174,0.37,0.0718,7.0007,0.0,-0.3502,3.6502,9.9976,no_component_issue_from_available_outputs
arda_g_ler__tur,Arda Güler,TUR,MID,4500000,group_stage,5-4-1,1,0.8467,0.8039,medium_risk,0.5667,0.3107,0.217,,,,,0.2773,0.0,182.1174,0.37,0.0718,7.0007,0.0,-0.3502,3.6502,9.9976,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,3-4-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,3-5-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,4-3-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,4-4-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,4-5-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,5-3-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,next_round,5-4-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.7225,2.0763,0.0,0.1842,2.64,5.3336,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,3-4-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,3-5-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,4-3-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,4-4-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,4-5-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,5-3-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,round1_2,5-4-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.8938,3.5172,0.0,0.1842,2.64,6.3576,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,3-4-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,3-5-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,4-3-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,4-4-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,4-5-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,5-3-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,group_stage,5-4-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.6806,4.0238,0.0,0.1842,2.64,6.8756,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,3-4-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,3-5-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,4-3-3,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,4-4-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,4-5-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,5-3-2,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,long_run,5-4-1,1,0.8272,0.8286,medium_risk,0.2739,0.2625,0.1211,,,,,0.3601,0.0,175.793,0.37,0.0,0.0,2.6911,0.1842,2.64,5.6246,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,3-4-3,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,3-5-2,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,4-3-3,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,4-4-2,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,4-5-1,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,5-3-2,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
aymeric_laporte__esp,Aymeric Laporte,ESP,DEF,4500000,long_run,5-4-1,1,0.822,0.7468,medium_risk,0.0712,0.0529,0.0168,,,,,0.468,1.4059,184.5337,0.37,0.0,0.0,3.257,-0.2303,3.6961,7.1937,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,next_round,4-5-1,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7225,2.8925,0.0,0.0997,3.3219,6.7889,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,next_round,5-4-1,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7225,2.8925,0.0,0.0997,3.3219,6.7889,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,round1_2,3-5-2,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7948,4.8418,0.0,0.0997,3.3219,8.0625,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,round1_2,4-4-2,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7948,4.8418,0.0,0.0997,3.3219,8.0625,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,round1_2,4-5-1,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7948,4.8418,0.0,0.0997,3.3219,8.0625,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,round1_2,5-3-2,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7948,4.8418,0.0,0.0997,3.3219,8.0625,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,round1_2,5-4-1,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.7948,4.8418,0.0,0.0997,3.3219,8.0625,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,group_stage,4-5-1,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.5226,5.3336,0.0,0.0997,3.3219,8.5791,no_component_issue_from_available_outputs
bruno_fernandes__por,Bruno Fernandes,POR,MID,7000000,group_stage,5-4-1,1,0.8419,0.9076,low_risk,0.3505,0.362,0.1818,,,,,0.3929,0.0,180.7078,0.45,0.5226,5.3336,0.0,0.0997,3.3219,8.5791,no_component_issue_from_available_outputs
cristian_romero__arg,Cristian Romero,ARG,DEF,4000000,long_run,5-4-1,1,0.8499,0.7654,medium_risk,0.0833,0.0743,0.0215,,,,,0.3626,1.2863,191.6155,0.37,0.0,0.0,2.4844,-0.1779,3.5074,6.2419,no_component_issue_from_available_outputs
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,3000000,next_round,4-3-3,1,0.8444,0.8235,medium_risk,0.0559,0.0599,0.0184,,,,,0.3768,0.9318,191.4654,0.37,0.7535,3.1367,0.0,-0.0367,2.7742,6.5351,no_component_issue_from_available_outputs
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,3000000,next_round,4-4-2,1,0.8444,0.8235,medium_risk,0.0559,0.0599,0.0184,,,,,0.3768,0.9318,191.4654,0.37,0.7535,3.1367,0.0,-0.0367,2.7742,6.5351,no_component_issue_from_available_outputs
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,3000000,next_round,4-5-1,1,0.8444,0.8235,medium_risk,0.0559,0.0599,0.0184,,,,,0.3768,0.9318,191.4654,0.37,0.7535,3.1367,0.0,-0.0367,2.7742,6.5351,no_component_issue_from_available_outputs
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,3000000,next_round,5-3-2,1,0.8444,0.8235,medium_risk,0.0559,0.0599,0.0184,,,,,0.3768,0.9318,191.4654,0.37,0.7535,3.1367,0.0,-0.0367,2.7742,6.5351,no_component_issue_from_available_outputs
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,3000000,next_round,5-4-1,1,0.8444,0.8235,medium_risk,0.0559,0.0599,0.0184,,,,,0.3768,0.9318,191.4654,0.37,0.7535,3.1367,0.0,-0.0367,2.7742,6.5351,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,3-4-3,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,3-5-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,4-3-3,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,4-4-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,4-5-1,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,5-3-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,next_round,5-4-1,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.3069,1.9411,0.0,0.2545,2.9111,5.0851,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,3-4-3,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,3-5-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,4-3-3,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,4-4-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,4-5-1,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,5-3-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,round1_2,5-4-1,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.5662,3.5636,0.0,0.2545,2.9111,6.3006,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,3-4-3,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,3-5-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,4-3-3,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,4-4-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,4-5-1,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,5-3-2,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
declan_rice__eng,Declan Rice,ENG,MID,4500000,group_stage,5-4-1,1,0.8465,0.9208,low_risk,0.2987,0.2992,0.1284,,,,,0.3406,0.0,181.1068,0.45,0.6762,4.4594,0.0,0.2545,2.9111,7.5908,no_component_issue_from_available_outputs
