Strategi;Strategi_key;Formation;Formation_score;Nr;Pos;Spiller;Land;Pris;Start;EV;player_id
1. + 2. runde;practical_start;3-4-3;;5;Mid;Antonio Nusa;Norge;3,5 mio.;82%;29,703;antonio_nusa__nor
1. + 2. runde;practical_start;3-4-3;;6;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,555;remo_freuler__sui
1. + 2. runde;practical_start;3-4-3;;7;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;29,537;roberto_alvarado__mex
1. + 2. runde;practical_start;3-4-3;;8;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;3-4-3;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;3-4-3;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;3-4-3;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;3-4-3;;4;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;3-4-3;;9;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
1. + 2. runde;practical_start;3-4-3;;10;Ang;Jonathan David;Canada;4,5 mio.;92%;45,747;jonathan_david__can
1. + 2. runde;practical_start;3-4-3;;11;Ang;Vinicius Junior;Brasilien;7,5 mio.;92%;44,622;vinicius_j_nior__bra
1. + 2. runde;practical_start;3-5-2;;5;Mid;Antonio Nusa;Norge;3,5 mio.;82%;29,703;antonio_nusa__nor
1. + 2. runde;practical_start;3-5-2;;6;Mid;Bruno Fernandes;Portugal;7,0 mio.;93%;34,516;bruno_fernandes__por
1. + 2. runde;practical_start;3-5-2;;7;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,555;remo_freuler__sui
1. + 2. runde;practical_start;3-5-2;;8;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;29,537;roberto_alvarado__mex
1. + 2. runde;practical_start;3-5-2;;9;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;3-5-2;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;3-5-2;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;3-5-2;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;3-5-2;;4;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;3-5-2;;10;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
1. + 2. runde;practical_start;3-5-2;;11;Ang;Jonathan David;Canada;4,5 mio.;92%;45,747;jonathan_david__can
1. + 2. runde;practical_start;4-3-3;;6;Mid;Bruno Fernandes;Portugal;7,0 mio.;93%;34,516;bruno_fernandes__por
1. + 2. runde;practical_start;4-3-3;;7;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;29,537;roberto_alvarado__mex
1. + 2. runde;practical_start;4-3-3;;8;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;4-3-3;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;4-3-3;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;4-3-3;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;4-3-3;;4;For;Nathaniel Brown;Tyskland;2,5 mio.;80%;38,306;nathaniel_brown__ger
1. + 2. runde;practical_start;4-3-3;;5;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;4-3-3;;9;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
1. + 2. runde;practical_start;4-3-3;;10;Ang;Jonathan David;Canada;4,5 mio.;92%;45,747;jonathan_david__can
1. + 2. runde;practical_start;4-3-3;;11;Ang;Raul Jimenez;Mexico;4,5 mio.;79%;42,288;ra_l_jim_nez__mex
1. + 2. runde;practical_start;4-4-2;;6;Mid;Bruno Fernandes;Portugal;7,0 mio.;93%;34,516;bruno_fernandes__por
1. + 2. runde;practical_start;4-4-2;;7;Mid;Joshua Kimmich;Tyskland;5,0 mio.;95%;30,941;joshua_kimmich__ger
1. + 2. runde;practical_start;4-4-2;;8;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;29,537;roberto_alvarado__mex
1. + 2. runde;practical_start;4-4-2;;9;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;4-4-2;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;4-4-2;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;4-4-2;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;4-4-2;;4;For;Nathaniel Brown;Tyskland;2,5 mio.;80%;38,306;nathaniel_brown__ger
1. + 2. runde;practical_start;4-4-2;;5;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;4-4-2;;10;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
1. + 2. runde;practical_start;4-4-2;;11;Ang;Jonathan David;Canada;4,5 mio.;92%;45,747;jonathan_david__can
1. + 2. runde;practical_start;4-5-1;;6;Mid;Antonio Nusa;Norge;3,5 mio.;82%;29,703;antonio_nusa__nor
1. + 2. runde;practical_start;4-5-1;;7;Mid;Bruno Fernandes;Portugal;7,0 mio.;93%;34,516;bruno_fernandes__por
1. + 2. runde;practical_start;4-5-1;;8;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,555;remo_freuler__sui
1. + 2. runde;practical_start;4-5-1;;9;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;29,537;roberto_alvarado__mex
1. + 2. runde;practical_start;4-5-1;;10;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;4-5-1;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;4-5-1;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;4-5-1;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;4-5-1;;4;For;Marquinhos;Brasilien;5,0 mio.;90%;39,983;marquinhos__bra
1. + 2. runde;practical_start;4-5-1;;5;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;4-5-1;;11;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
1. + 2. runde;practical_start;5-3-2;;7;Mid;Bruno Fernandes;Portugal;7,0 mio.;93%;34,516;bruno_fernandes__por
1. + 2. runde;practical_start;5-3-2;;8;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;29,537;roberto_alvarado__mex
1. + 2. runde;practical_start;5-3-2;;9;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;5-3-2;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;5-3-2;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;5-3-2;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;5-3-2;;4;For;Marquinhos;Brasilien;5,0 mio.;90%;39,983;marquinhos__bra
1. + 2. runde;practical_start;5-3-2;;5;For;Nathaniel Brown;Tyskland;2,5 mio.;80%;38,306;nathaniel_brown__ger
1. + 2. runde;practical_start;5-3-2;;6;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;5-3-2;;10;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
1. + 2. runde;practical_start;5-3-2;;11;Ang;Jonathan David;Canada;4,5 mio.;92%;45,747;jonathan_david__can
1. + 2. runde;practical_start;5-4-1;;7;Mid;Antonio Nusa;Norge;3,5 mio.;82%;29,703;antonio_nusa__nor
1. + 2. runde;practical_start;5-4-1;;8;Mid;Bruno Fernandes;Portugal;7,0 mio.;93%;34,516;bruno_fernandes__por
1. + 2. runde;practical_start;5-4-1;;9;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,555;remo_freuler__sui
1. + 2. runde;practical_start;5-4-1;;10;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,211;tajon_buchanan__can
1. + 2. runde;practical_start;5-4-1;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;67,198;unai_sim_n__esp
1. + 2. runde;practical_start;5-4-1;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;45,576;aymeric_laporte__esp
1. + 2. runde;practical_start;5-4-1;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;45,743;jonathan_tah__ger
1. + 2. runde;practical_start;5-4-1;;4;For;Marquinhos;Brasilien;5,0 mio.;90%;39,983;marquinhos__bra
1. + 2. runde;practical_start;5-4-1;;5;For;Nathaniel Brown;Tyskland;2,5 mio.;80%;38,306;nathaniel_brown__ger
1. + 2. runde;practical_start;5-4-1;;6;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;45,345;nico_schlotterbeck__ger
1. + 2. runde;practical_start;5-4-1;;11;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;52,445;cristiano_ronaldo__por
Gruppespil;group_stage;3-4-3;;5;Mid;John Yeboah;Ecuador;3,0 mio.;86%;29,898;john_yeboah__ecu
Gruppespil;group_stage;3-4-3;;6;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,656;remo_freuler__sui
Gruppespil;group_stage;3-4-3;;7;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;28,670;roberto_alvarado__mex
Gruppespil;group_stage;3-4-3;;8;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,838;tajon_buchanan__can
Gruppespil;group_stage;3-4-3;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;68,371;unai_sim_n__esp
Gruppespil;group_stage;3-4-3;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;46,532;aymeric_laporte__esp
Gruppespil;group_stage;3-4-3;;3;For;Marquinhos;Brasilien;5,0 mio.;90%;47,419;marquinhos__bra
Gruppespil;group_stage;3-4-3;;4;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;41,493;nico_schlotterbeck__ger
Gruppespil;group_stage;3-4-3;;9;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;51,405;cristiano_ronaldo__por
Gruppespil;group_stage;3-4-3;;10;Ang;Jonathan David;Canada;4,5 mio.;92%;46,512;jonathan_david__can
Gruppespil;group_stage;3-4-3;;11;Ang;Vinicius Junior;Brasilien;7,5 mio.;92%;51,541;vinicius_j_nior__bra
Gruppespil;group_stage;3-5-2;;5;Mid;Casemiro;Brasilien;4,5 mio.;83%;34,376;casemiro__bra
Gruppespil;group_stage;3-5-2;;6;Mid;John Yeboah;Ecuador;3,0 mio.;86%;29,898;john_yeboah__ecu
Gruppespil;group_stage;3-5-2;;7;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,656;remo_freuler__sui
Gruppespil;group_stage;3-5-2;;8;Mid;Roberto Alvarado;Mexico;2,5 mio.;78%;28,670;roberto_alvarado__mex
Gruppespil;group_stage;3-5-2;;9;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,838;tajon_buchanan__can
Gruppespil;group_stage;3-5-2;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;68,371;unai_sim_n__esp
Gruppespil;group_stage;3-5-2;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;46,532;aymeric_laporte__esp
Gruppespil;group_stage;3-5-2;;3;For;Marquinhos;Brasilien;5,0 mio.;90%;47,419;marquinhos__bra
Gruppespil;group_stage;3-5-2;;4;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;41,493;nico_schlotterbeck__ger
Gruppespil;group_stage;3-5-2;;10;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;51,405;cristiano_ronaldo__por
Gruppespil;group_stage;3-5-2;;11;Ang;Vinicius Junior;Brasilien;7,5 mio.;92%;51,541;vinicius_j_nior__bra
Gruppespil;group_stage;4-3-3;;6;Mid;Casemiro;Brasilien;4,5 mio.;83%;34,376;casemiro__bra
Gruppespil;group_stage;4-3-3;;7;Mid;John Yeboah;Ecuador;3,0 mio.;86%;29,898;john_yeboah__ecu
Gruppespil;group_stage;4-3-3;;8;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,838;tajon_buchanan__can
Gruppespil;group_stage;4-3-3;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;68,371;unai_sim_n__esp
Gruppespil;group_stage;4-3-3;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;46,532;aymeric_laporte__esp
Gruppespil;group_stage;4-3-3;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;42,359;jonathan_tah__ger
Gruppespil;group_stage;4-3-3;;4;For;Marquinhos;Brasilien;5,0 mio.;90%;47,419;marquinhos__bra
Gruppespil;group_stage;4-3-3;;5;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;41,493;nico_schlotterbeck__ger
Gruppespil;group_stage;4-3-3;;9;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;51,405;cristiano_ronaldo__por
Gruppespil;group_stage;4-3-3;;10;Ang;Jonathan David;Canada;4,5 mio.;92%;46,512;jonathan_david__can
Gruppespil;group_stage;4-3-3;;11;Ang;Raul Jimenez;Mexico;4,5 mio.;79%;42,598;ra_l_jim_nez__mex
Gruppespil;group_stage;4-4-2;;6;Mid;Casemiro;Brasilien;4,5 mio.;83%;34,376;casemiro__bra
Gruppespil;group_stage;4-4-2;;7;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,656;remo_freuler__sui
Gruppespil;group_stage;4-4-2;;8;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,838;tajon_buchanan__can
Gruppespil;group_stage;4-4-2;;9;Mid;Youri Tielemans;Belgien;3,5 mio.;87%;30,125;youri_tielemans__bel
Gruppespil;group_stage;4-4-2;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;68,371;unai_sim_n__esp
Gruppespil;group_stage;4-4-2;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;46,532;aymeric_laporte__esp
Gruppespil;group_stage;4-4-2;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;42,359;jonathan_tah__ger
Gruppespil;group_stage;4-4-2;;4;For;Marquinhos;Brasilien;5,0 mio.;90%;47,419;marquinhos__bra
Gruppespil;group_stage;4-4-2;;5;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;41,493;nico_schlotterbeck__ger
Gruppespil;group_stage;4-4-2;;10;Ang;Jonathan David;Canada;4,5 mio.;92%;46,512;jonathan_david__can
Gruppespil;group_stage;4-4-2;;11;Ang;Vinicius Junior;Brasilien;7,5 mio.;92%;51,541;vinicius_j_nior__bra
Gruppespil;group_stage;4-5-1;;6;Mid;Casemiro;Brasilien;4,5 mio.;83%;34,376;casemiro__bra
Gruppespil;group_stage;4-5-1;;7;Mid;Joshua Kimmich;Tyskland;5,0 mio.;95%;31,036;joshua_kimmich__ger
Gruppespil;group_stage;4-5-1;;8;Mid;Remo Freuler;Schweiz;3,5 mio.;94%;30,656;remo_freuler__sui
Gruppespil;group_stage;4-5-1;;9;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,838;tajon_buchanan__can
Gruppespil;group_stage;4-5-1;;10;Mid;Youri Tielemans;Belgien;3,5 mio.;87%;30,125;youri_tielemans__bel
Gruppespil;group_stage;4-5-1;;1;Mål;Unai Simon;Spanien;5,0 mio.;86%;68,371;unai_sim_n__esp
Gruppespil;group_stage;4-5-1;;2;For;Aymeric Laporte;Spanien;4,5 mio.;65%;46,532;aymeric_laporte__esp
Gruppespil;group_stage;4-5-1;;3;For;Jonathan Tah;Tyskland;4,5 mio.;84%;42,359;jonathan_tah__ger
Gruppespil;group_stage;4-5-1;;4;For;Marquinhos;Brasilien;5,0 mio.;90%;47,419;marquinhos__bra
Gruppespil;group_stage;4-5-1;;5;For;Nico Schlotterbeck;Tyskland;4,0 mio.;83%;41,493;nico_schlotterbeck__ger
Gruppespil;group_stage;4-5-1;;11;Ang;Cristiano Ronaldo;Portugal;7,0 mio.;92%;51,405;cristiano_ronaldo__por
Gruppespil;group_stage;5-3-2;;7;Mid;Casemiro;Brasilien;4,5 mio.;83%;34,376;casemiro__bra
Gruppespil;group_stage;5-3-2;;8;Mid;John Yeboah;Ecuador;3,0 mio.;86%;29,898;john_yeboah__ecu
Gruppespil;group_stage;5-3-2;;9;Mid;Tajon Buchanan;Canada;3,5 mio.;88%;31,838;tajon_buchanan__can
